CREATED DATE,ItemSearchName,ProductType,Reviews,Rating
2/13/2020,2447-20,"M12™ 3/8"" Crown Stapler (Tool Only)","I bought the stapler two weeks ago.  Used it three times, less than 150 staples through it and it jammed.   Could not remove the latch or clear the jam.  Sent an email to Milwaukee support for help.  Two days later, no response back.  I have not seen any bad reviews on this product but I would Like to think Milwaukee would support its product.",1
2/12/2020,2867-22,"M18 FUEL™ 1"" High Torque Impact Wrench w/ ONE-KEY™ Kit",I love the styling and power of the Milwaukee impact wrench. The lanyard loop is great for tying the impact wrench off when working overhead. The only con I have is they should have included a boot in the kit for the price paid.,5
2/12/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","I just bought this tool to replace my old air one that is worn out, I have replaced all of my air tools with Milwaukee tools and have never once regretted the decision until I bought this. 
Under the smallest load it stalls out, and absolutely drains batteries. My other tools will last weeks or heavy use without needing charged, and with this one I cant accomplish 2 minutes of work without needing a new battery",1
2/12/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"The tool is absolutely amazing! No ramp up, all nails are driven to the desired dept every single time, more than anything, no hose, no waiting for a compressor to build enough pressure... it's just amazing! However the rubber tips are a different story, I used the nailer to build a pallet wood cooler, and towards the end of my project, one of the rubber tips attached to the guite/set pin right behind the striker broke off. Where can I get a replacement?",4
2/12/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","I work at an auto repair facility. I also do work outside of the shop. One thing that always slowed me down outside of work was cleaning rust & also gasket surfaces. Not any more. I wanted this for months before I got it, and there is no looking back now. Absolutely love it.",5
2/12/2020,2769-20,M18 FUEL™ ½” Ext. Anvil Controlled Torque Impact Wrench w/ONE-KEY™ (Tool Only),I actually won this tool in a giveaway. Though I already own numerous Milwaukee M12 & M18 tools. It is a huge asset in my daily work as an automotive technician. The only bolt I couldn't break loose with it had to be cut off with a torch.,5
2/12/2020,2653-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","I used this impact with concrete work, carpentry, in a monsoon, and it has worked flawlessly. I reccomend the milwaukee fuel line to everyone who ask's which tool line they should have.",5
2/12/2020,48-22-9038,"3/8"" Drive Ratchet",Looks good. But broke the 2nd time I used it. It only tighten now. Very disappointing!! Had to go back to my craftsman’s 3/8 ratchet..,1
2/12/2020,48-22-8425,PACKOUT™ Large Tool Box,"I use this box along with four other packout boxes everyday. I work in the commercial heating and air business And these boxes get put through their paces everyday. This particular box I can't find but one thing wrong with In the center of the box, there is a Groove that looks like it's for a divider but there Is no divider That comes with it And I cannot find one anywhere online or in any stores. I think it would be a good idea to put a divider in with this box Which would be a great benefit to the user. If it had the center divider I would be  More than happy to give this box a 5 star rating. Other than that I really like the boxes And I would tell anyone to buy one. It's a really great system and I plan to buy more. Thank you for your time.",3
2/12/2020,2950-20,M18™ PACKOUT™ Radio + Charger,"I'm not shur if my opinion really counts but here I go.  I'm a great fan of Milwaukee tools. I always recommend the best tools possible. And usually I recommend Milwaukee tools cus you usually get the best bang for your buck.  But working in a shop environment and occasionally on sight and being and avid DIYer your packout system (with a bit of third party add on's) works absolutely great for my needs.  I was really looking forward to this packout radio. A buddy of mine got one and I was sad to say the power was quite  underwhelming. On sight it nice but in the shop you struggle to hear it unless your right next to it. The other issue is that it only charges the m18 batteries. This is kinda a deal breaker for me. Almost everyone I know Professionally or through a hobby group or just a felow DIYer use a mix of m18 and m12. For the price tag it should be able to charge both and at the same time.   I know you have that little USB thing to charge m12 batteries but that thing is so dam slow. To charge an m12 6.0 on that would take all day.  Iv tried it on a couple of my 4.0s.  But not to get off topic. Love your tools I just think this one needs to go back on the drawing board.
Sincerely a big fan.",3
2/12/2020,2678-22BG,M18™ FORCE LOGIC™ 6T Utility Crimper Kit with D3 Grooves and Fixed BG Die,I use this crimper every day i like the speed of the crimper and that it opens automatically when done. But that is about it it is very awkward to use unless you are in the perfect position and that doesn’t happen most of the time it isn’t comfortable in your hand the back of the crimper is to heavy it’s not balanced well.  Also the release button is in a awful place when you are working hot primary you can’t have both hands on the crimper you need one on the wire I wish they would go back to the drawing board with this and make it more one handed user friendly.  Come on you make great products just not this one it’s close needs a little tweaking for a lineman too love it,2
2/12/2020,48-22-9316,19oz Smooth Face Poly/Fiberglass Handle Hammer,I had the hammer for less than a year and the head snapped off.  I used the hammer hard but did not hold up.  I’m back to using my 15+ year old wooden Vaughn hammer.,1
2/12/2020,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)","The grinder spins up and seems to run great, until you apply almost any kind of load to it then it shuts off. It's very frustrating to use. Can only be used if lightly touching the material you're working on. Using a cutoff wheel on it? Forget it. I bought it more than a year ago and have only used it a handful of times because every time I get it out to do a project I'm reminded that it's basically useless.",1
2/12/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","I bought this almost two months ago, I had a snap-on surface prep tool before hand and this tool out preforms it in every way for steal/ aluminum",5
2/11/2020,2473-22,M12™ FORCE LOGIC™ Press Tool Kit with Jaws,Best tool on my truck ! Just wish the tool was a little more affordable I'd have three !,5
2/12/2020,2867-20,"M18 FUEL™ 1"" High Torque Impact Wrench w/ ONE-KEY™","Bought this product to included with my Milwaukee line up and was disappointed out the box, I tried this unit on brand new Volvo truck I needed to remove the wheels for inspection of brakes and on a fully charged new battery the gun wouldn’t even turn the wheel but even a quarter of turn returned it the same disappointment as the product is not cheap returned not happy wish someone made something that truly did the work it advertised to do",1
2/12/2020,Front-Brim-Hard-Hat-with-BOLT-Accessory-System,Front Brim Hard Hat with BOLT™ Accessories,"Milwaukee BOLT White Type 1 Class E Front Brim Hard Hat was the perfect choice for the crew to trim trees around ekectrical lines. There are many accessories to fit these hardhats to adapt to the worksite. These have reversable headlamp mounts that work with most headlamps. It has four accessory slots to allow users to easily add additional personal protection equipment and accessories onto the helmet. These hard hats have a ratcheting suspension that allows you to quickly adjust the fit. An accessory clip is included to easily access pencils and markers. The sweatband is moisture wicking to provide you with additional comfort. They are ANSI/CSA approved. This particolar model is electrical rated. Milwaukee Hard Hats are designed to adapt to you. This hard hat features a reversible headlamp mount that works with my headlamp for easy, secure attachment. This particular Milwaukee Hard has accessory slots to easily integrate additional personal protection equipment and accessories onto the helmet. All Milwaukee hard hats feature a ratcheting suspension that users can quickly adjust. A clip allows me to easily access pens and markers. A moisture wicking sweatband is also included and provides additional comfort. This particular model is designed for working around electoral lines and is great for working at trimming tree limbs near power lines.",5
2/12/2020,2708-20,M18 FUEL™ HOLE HAWG® Right Angle Drill w/ QUIK-LOK™ (Tool Only),great tool looking forward to purchasing more cordless tools,5
2/12/2020,2861-20,"M18 FUEL™ 1/2"" Mid-Torque Impact Wrench with Friction Ring (Tool Only)","I USE THIS TOOL ON MY JOB, IT PERFORMS GREAT EVERY TIME",5
2/11/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit","I am an arborist and can confirm this is the best saw for limbing. It's hard to start a saw in a tree. This starts every time. No plugs, filters, gas. Just plug and play. Great product",5
2/11/2020,2555-20,"M12 FUEL™ 1/2"" Stubby Impact Wrench","As always Milwaukee knocks it out the park
Tough reliable durable 
Quickly becoming my favourite Milwaukee tool
That really is saying something because I have over 100+ Milwaukee tools",5
2/11/2020,2734-21HD,M18 FUEL™ Dual Bevel Sliding Compound Miter Saw Kit,"I really wish this saw was better. My biggest complaint is that the saw flexes on the rails, making bevel cuts inaccurate or adding a slight bevel to a 90°. I’m extremely careful and gentle when pulling the saw down so I don’t flex the rails and this doesn’t always fix the flex. The saw has good power. However, I wish it had a corded option as most of the time my cut stations are not that mobile. I take care of my tools but taking care and working slow in this case doesn’t fix the problem and is too harmful to production. I definitely wouldn’t use this as a trim saw and I don’t do a lot of framing with a miter saw so I have no use for this saw. I wanted to give two stars but decided on one because of the high price for low quality and the fact that I’m not keeping it. Unfortunately, I’ll have to get something else.",1
2/11/2020,48-73-2040,48-73-2040,I own a heating cooling and refrigeration company And have tested out numerous glasses that are supposed to be fog free but these are the only ones that have actually worked. I will fog up a pair of glasses faster than anybody in the world. I also always get stuff in my eyes and I have one good working eye (left pupil don’t Focus)so I have to be very careful And these are the glasses that I’m gonna trust forever,5
2/11/2020,2551-20,"M12 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver Bare Tool",This is my go to impact driver foe small to medium fasteners,5
2/10/2020,2103,MILWAUKEE® Headlamp,"I got this headlamp as a gift.  I have used it twice, for a total of less than 20 min.  Now, it won't stay on the high or medium setting.  Instead, it cycles down through the other settings and stops on low.  Disappointing.  I thought it would be the best headlamp I've had yet.  I have always loved my Milwaukee tools :(",1
2/11/2020,2592-20,M12™ Wireless Jobsite Speaker,I have had one for some time now 5 years I think. It has been left out side in the rain for a week (ruined a battery but not the speaker) I use it on the job and sound level is great (it's not gonna blow you away). If and when it dies you can guarantee I will replace it with the same. Battery life is great too. Great product!,5
2/11/2020,2782-20,M18 FUEL™ Metal Cutting Circular Saw (Tool Only),I have only used it a few times so far but everyone that has seen or used it has been impressed with how fast and clean it cuts.,5
2/11/2020,2724-20,M18 FUEL™ Blower (Tool Only),Well I enjoy this blower grate for work and around my house,5
2/11/2020,48-22-8560,"60"" Mobile Work Station",You can use this not just as a tool chest but also as a home office credenza,5
2/11/2020,48-22-0225,48-22-0225,after a couple times use it doesnt real back in again.. tape is too soft bend easily....,1
2/10/2020,48-11-1835,M18™ REDLITHIUM HIGH OUTPUT™ CP3.0 Battery,"I don't know what everyone is talking about these batteries kick butt, and they fit all my gen 3 hammer drills,impacts, and everything else I've got.",5
2/11/2020,2115-21,USB Rechargeable Low-Profile Headlamp,Overall quality and light output is well but does not fit around full brim hard hats. The band is fully stretched to the max and will lose its elasticity over time. The power cable is also stretched putting to much tension on the entrance/exit points of the battery and light. To help replace the stress is to put the battery off to the side but no longer feels balanced on your head. If you are in the trades not sure if it will work with non full brim hard hats. I’m assuming it will since Milwaukee includes hard hat clips. Do not recommend for full brim hard hats.,3
2/10/2020,48-22-1926,Tradesman Fixed Blade Knife,I was super excited about this knife because all if my tools are Milwaukee and I love them all super high quality tools except this knife i like the sheath and the handle and the price was great but the edge dulls really fast even on cardboard and plastic i feel like im sharpening it more than using it the steel just seems really soft,2
2/11/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool","Portable cut off tool works well in cement board, and for cutting off nails in headers etcetera. Good power gets up to speed quick, lasts through reasonable number of cuts into metal or cement board etcetera.",4
2/11/2020,48-22-1926,Tradesman Fixed Blade Knife,"Considering what this knife will cost you vs what you get it is ALL VALUE!
No, it is not made with Elmax-Super-Stainless or any of the high end Stainless Steels but it will do what you need it to do in any home application and will hold up well in outdoor use.
And NO, it is not a blade for chopping anything. A sturdy, strong, cutting blade.
LOTS OF VALUE IS WHAT IT HAS. A knife for cutting things.",5
2/11/2020,2646-21CT,M18™ Cordless 2-Speed Grease Gun Kit,"Ive had my grease gun for almost 6 years, in that time its pumped thousands of tubes of grease. a few weeks ago it stripped out the 2 speed. the 2 speed is the only issue ive had with it and that was after 6 years of in and out of cold weather and being bounced around in a service truck",5
2/11/2020,2724-20,M18 FUEL™ Blower (Tool Only),"This blower is extremely powerful and works extremely well.  I am extremely satisfied with its performance.  
The only drawback is that it uses lots of battery power.",4
2/10/2020,2520-20,M12 FUEL™ HACKZALL® Recip Saw (Tool Only),This is the first hackzall iv ever owned and I am very impressed has great power and control I bought a 4.0 with it and made 10-12 cuts in to 2 1/2 inch sch 80 pipe with out any strain to either the tool or battery! big fan of this saw!,5
2/11/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",Since day one ive been impressed and very satisfied with this tool. For its size it has alot of grunt more power than a larger snap on model. The batteries seem to last forever as well its a nice light impact. I highly recommend this impact,5
2/10/2020,2505-20,M12 FUEL™ Installation Drill/Driver,The compact size and versatility of this tool are great for many things. Right now mine is being put to use installing new junction boxes for a rewiring project. The quick collet and magnetic bit holder are nice features for being on a ladder and swapping between multiple drill and driver bits.,5
2/10/2020,2559-21,"M12 FUEL™ 1/4"" Extended Reach Ratchet Kit",the Extended reach is worth its weight in gold!! no longer reaching your hands in to tight spots.,5
2/10/2020,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)",Great durable paddle trigger much safer then a locking trigger,5
2/10/2020,2503-20,"M12 FUEL™ 1/2"" Drill Driver (Tool Only)","The E Clutch certainly is a good concept but terrible in performance.  Too slow to ramp up and sometimes if you don't catch it, it'll drive your screw darn near thru the board.    Mechanical clutch only from now on.   I have used this drill one time and haven't touched it since.",1
2/10/2020,2763-20,"M18 FUEL™ 1/2"" High Torque Impact Wrench with Friction Ring (Bare Tool)",I have been a mechanic for 38 years and this is the first tool that has made my work much easier,5
2/10/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),"this thing is awesome I have one of the original M18 big strong I thought unbeatile . I bought several of the ne Fuel M18 compact Hammer Driver drills for work , they blew my old one out of the water! so now I have an old and a new M18 drill set .",5
2/10/2020,0885-20,M18 FUEL 3-in-1 Backpack Vacuum,"The hepa filter will clog up after any dust collecting especially drywall, making it more or less useless. I have very powerful compresser use it after every job to clean filter. Otherwise it's wonderful",3
2/10/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),"Needed a jigsaw for cutting metal trough wire way, and already had m18 tools, so I figured what the heck. The price point is a little high, but I certainly don't regret the purchase! Had all the power and then some of a corded jigsaw!",5
2/10/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,No regrets with this at all.  Looking forward to using it in many future projects.,5
2/10/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool","I purchased the 2522 for a bathroom remodel for segmenting the tile floor prior to removal and cutting sheetrock. The dust pick-up attachment worked fantastic, leaving very little debris. The only possible drawback is the power draw, you need to use a 4 or 6 amp battery for a full depth power robbing cut as I made.",5
2/10/2020,2950-20,M18™ PACKOUT™ Radio + Charger,"Really good sound, Not great but really good. But then I remember Ive got to use this for work and not everybody in a 2 block radius need to hear what I’m listening to (even though they can with this radio) the bass is good it’s easy to use and pair with Bluetooth (I get 100-150’ signal). My biggest disappointment is there is no Onekey feature. Although I did add a Tick in the battery bay. There is plenty of room in there. 
Also I lost grip on it getting it out of my truck and it broke the plastic on my side step but the radio didn’t have a scratch (Very well built). Price is high but you get the Milwaukee quality that I’ve come to expect so I’m good with that even if they couldn’t throw in a battery or M12 charger with it.",4
2/23/2020,2110-21,USB Rechargeable 700L Flashlight,Only used it a few times. Won’t turn on.   It was a gift so it didn’t cost me but I’m still disappointed,1
2/23/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),"This Jig Saw is just the latest addition to my growing collection of M18 tools.  I have purchased a couple of cheap corded Jig Saws over the years.  They have never lived up to expectations.  This one cuts smooth and has plenty of power.  The led light and dust blower are two features that are simple, but make a huge positive impact on using the saw. 
 Did not disappoint.",5
2/23/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,"Added this nailer to my arsenal as I needed to trim out a dozen windows, a half dozen interior doors and all new base trim for a remodel project.  Has worked flawlessly.  No more compressor and hose to set up and drag around.  Oh, and the dogs appreciate not having the compressor kick on. Used to drive them nuts!",5
2/23/2020,2555-20,"M12 FUEL™ 1/2"" Stubby Impact Wrench",Great tool and quality. Great fit and finish. Can't go wrong going red.,5
2/23/2020,2552-20,"M12 FUEL™ 1/4""  Stubby Impact Wrench",Great quality and power. Can't go wrong going red.,5
2/23/2020,2721-20,M18 FUEL™ SAWZALL® Reciprocating Saw w/ ONE-KEY™ (Tool Only),"I use my sawzall on a daily basis. When my dewalt died for the second time, I bought this one and it’s been amazing.",5
2/23/2020,2722-21HD,M18 FUEL™ SUPER SAWZALL® Kit,Great for cutting cast iron pipe in crawl spaces under houses.,5
2/23/2020,49-20-0001,Collated Magazine,"This product would be so much better if the screw length setting would stay in place. 
Using a round, tapered end as the part that holds the depth Setting is a huge design flaw. 
When the setting changes, Which is usually every other strip, the end jams. This means you need to force it back out, pull the screw strip out and refeed them. 
I wish I bought the yellow branded one.",1
2/23/2020,2488-21,M12™ Soldering Iron Kit,"I use this to solder electrical connection in automobiles and atv's. From the time it is turned on it is melting solder within seconds. No cord, ergonomic swivel handle and light for the underdash work.",5
2/23/2020,2520-20,M12 FUEL™ HACKZALL® Recip Saw (Tool Only),Used it to cut a door with milwaukee blades which made it a breeze.,5
2/23/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","So I was waiting for a product like this from milwaukee for quite the while now. I am very pleased with all other M12 and M18 tools i have. I got this tool almost right after it came out and was very excited to try it out. I am an autobody tech and use lots of air die grinders so it would have been great to replace them all with battery powered ones. 
I do like that the grinder is very portable and that is probably the only reason I will keep it. I found that as a grinder it works fine for small jobs but i tried using it for a door skin replacement and found it to be almost usless, because as soon as you use it for a few minutes it gets really hot, and kills 3amp batteries in a few minutes. changing that door skin i used 4 3amp batteries, and finally grabed my air die grinder to finish up. For any other attachments(cut-off wheel, abrasive wheel, carbide bit) i found if pretty useless aswell because it cuts out waaay to early. it feels like the tool would have to power to do the jobs ,but it is set to cut out too early. also when it gets warm from using then it cuts out even quicker.
So in the end i am very dissapointed in this tool for what i need it. If milwaukee changed the cut out point then i would love it. But i will still continue using it for small jobs and where i dont have air to hook up.",2
2/23/2020,2715-20,"M18 FUEL™ 1-1/8"" SDS Plus Rotary Hammer (Tool Only)","Use this for my HVAC work. Drilling for tap cons, thunderbolts and 1 1/8"" holes. Does the job well and is compact enough to fit in spaces where a corded cant.",5
2/23/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),"Just picked this up the other day to go with my ever growing Milwaukee collection. I have the older brushed m18 jigsaw but trying to cut a straight line with that thing is almost impossible. I have only made one cut with this new fuel one and I'm impressed with the fit , finish and smoothness in power. Very happy with all my fuel products so far. So hoping this jigsaw doesn't disappoint when I need it. Also just picked up the new cordless palm sander the other day and am overall impressed with it too. Thanks for making great gear. Since my changeover to Milwaukee, alot of my coworkers have been converting too.",4
2/23/2020,2712-20,"M18 FUEL™ 1"" SDS Plus Rotary Hammer (Tool Only)",I actually bought this product in a bit of a pinch. I usually use all air tools and an air hammer/chisel was one of those tools I was using. I had a job chiseling up some concrete and my tool blew out a seal. The quickest option I had was the Milwaukee sds plus. I own Many Milwaukee tools and none have disappointed and this was no different i now use this tool to demo small concrete jobs and to demo tile,5
2/23/2020,2558-20,"M12 FUEL™ 1/2"" Ratchet (Tool Only)",Works very well and saves a lot of time. So far seems to be good battery life. The only downside is a lot of bigger bolts must be broken free before it will take them out.,5
2/23/2020,2785-21HD,"M18 FUEL™ 7"" / 9"" Large Angle Grinder Kit","Great performance, love the tool.  Milwaukee is doing a great job in the design dept.  Dont get comfortable, a grinder platform with a reversible direction of rotation (would require a spline etc. for the disc drive) would put you above and beyond. In tight quarters I would like to always be able to direct sparks away from my person, also cleaner for safety.",4
2/23/2020,2557-20,"M12 FUEL™ 3/8"" Ratchet (Tool Only)",I use this tool to do daily maintenance at the factory. Absolutely love this tool and have no complaints so fare.,5
2/23/2020,2707-20,"M18 FUEL™ HOLE HAWG® 1/2"" Right Angle Drill (Tool Only)","its a great product, makes it easier to drill holes and you dont have to run cords all over the site",5
2/23/2020,2416-20,M12 FUEL™ 5/8” SDS Plus Rotary Hammer (Tool Only),"Using this in a interior setting is great.  Doing retrofit commercial work, couldn't ask for more.  Overall worry and easy to collect dust.",5
2/23/2020,48-22-8220,"24"" Hardtop Rolling Bag","It's barely 1 year old and falling apart, holds 250 lbs... Ya right... We barely had 50lbs in it and it's falling apart and the material is all ripping...",1
2/23/2020,2760-20,"M18 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver (Tool Only)","I love how the surge is so much quieter than a standard impact, especially when working with steel studs or in small confined spaces.  Not sure if it has quite as much power as a standard impact but still more than enough for standard screws and lag bolts.",5
2/23/2020,2522-20,"M12 FUEL™ 3"" Compact Cut Off Tool","The Milwaukee M12 Fuel 3” Compact Cut Off Tool is very deceiving for its size.  I was skeptical at first when I was looking into purchasing this tool as it looks like it cant keep up with work production. I was sorely mistaken. I have used this to cut open hollow metal door frames to prep for electric strikes, prep aluminum frames surface mounted rim strikes and cut open headers to prep for heavy duty surface bolts.  This tool has countless uses.  The tool will cut off if you push too much into your work piece, so it’s important to let the wheel do the cutting with out pushing too much.  Keep the RPM’s up and it wont cut off.  The tool will burn through some batteries quickly.  I am currently using Milwaukee 4.0 M12 batteries.  I can use up a fully charged battery with continuous use in less than 15 minutes. Continuous use means non stop cutting.  The tool gets in tight place’s easily compared to the larger cut off tools.
I highly recommended it to anyone.",5
2/23/2020,2780-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Paddle Switch No-Lock (Tool Only)","The grinder is everything I could ask for!  as a commercial carpenter, working in a basket/ scissor lift, many of my heavy gauge steel framing cuts are made with this tool.  my only issue I have, is no belt clip! working in a basket/scissor lift is a confined space at times, bending over repeatedly can be stressful or other co-workers constantly stepping on the tool laying on the lift flooring area. the belt clip would be a great improvement.",5
2/23/2020,2781-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Slide Switch Lock-On (Tool Only)","Love the torque when you turn it on, and the ability to leave it running as i work!",5
2/23/2020,2737-20,M18 FUEL™ D-Handle Jig Saw (Tool Only),Very versatile and love that it has a blower that keeps your lines clean. Only flaw in my opinion is it could cost a little less. Milwaukee  M18 tools are my preference hands down,4
2/23/2020,2730-20,"M18 FUEL™ 6-1/2"" Circular Saw (Tool Only)",Used it a couple of times as efficient as a plug in saw!,5
2/23/2020,2727-21HD,"M18 FUEL™ 16"" Chainsaw Kit",I love this chainsaw. I'm a landscape crew and this is a must have. I need to make a lot of small cuts that lugging out and starting a gas chainsaw just doesnt make sense. this you just push the button make your cut then put it down that's it. also has crazy power for the bigger cuts!,5
2/23/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)",I use this driver everyday as a automotive professional and it gets the job done fast and easy.  I love this driver,5
2/23/2020,2760-20,"M18 FUEL™ SURGE™ 1/4"" Hex Hydraulic Driver (Tool Only)",I'm an electrician. I use this tool on the daily. I loved it so much I bought another one.,5
2/23/2020,48-11-1890,M18™ REDLITHIUM™ HIGH DEMAND™ 9.0 Battery Pack,Put battery on charger and it turns green take if off and check the charge level and it says 3 bar.  Put it back into the tool and it dies in 5 seconds back to 1 bar.  This battery shouldn't be bad this soon I've seen many other reviews with same problem.,1
2/23/2020,2830-20,"M18 FUEL™ Rear Handle 7-1/4"" Circular Saw - Tool Only","I work in the water and sewer treatment plants.
We do a lot of heavy work this product is great in our field we do a lot of cutting wood, pipe, etc.",5
2/23/2020,2723-20,M18 FUEL™ Compact Router,I did a tool review for this router.  And it has been the only tool to receive a 10 out of 10.  The safety features where the kicker for me.  The spinal brake and The router not starting when the battery is plugged in while the power button is on. This thing has incredible power and is reasonably priced. Well done Milwaukee!  Review Link: https://youtu.be/2brgCFwji0U,5
2/23/2020,2781-20,"M18 FUEL™ 4-1/2"" / 5"" Grinder, Slide Switch Lock-On (Tool Only)",I like the grinder just not the location of the lock on.,4
2/23/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),I use this drill around the house and work. It’s dependability is what make this drill one of the best tools on the market.,5
2/23/2020,2763-20,"M18 FUEL™ 1/2"" High Torque Impact Wrench with Friction Ring (Bare Tool)",You better be hanging on when you pull the trigger.  More than enough power for anything I've thrown at it with a whole bunch to spare.,5
2/23/2020,48-22-9214,4pc Pry Bar Set,"I've had these pry bars for over a year as an automotive technician and they have held up great. As another reviewer mentioned, the chrome finish does chip at times, and mine are well worn, but I didn't buy these for aesthetics! The sharper angle on the pry bars is good at times and more difficult at other times, but there's give and take in any design. I lost one of my pry bars and was disappointed to find that I could not order them individually. Ended up ordering a professional quality pry bar off of amazon that works fine, although I prefer the Milwaukee handles. The case/tray is nice to have as well, although if you're not working out of a large toolbox you may have difficulty using it, as it's not as compact as some of the tool truck pry bar trays. 

Overall, tool truck quality at an excellent price, would recommend to anyone, apprentice or master technician.",5
2/23/2020,2753-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","Love the new Surge super quiet and a lot more power, drives 3” screws in fast",5
2/23/2020,2364-20,M12™ Compact Flood Light,"I have 2 of these I use lightly around the house and outside when I need a extra light. The design is great, the engineering is not. The switch broke recently making it difficult to turn on and off. I’m not sure how this would survive a job site.",2
2/23/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder",I use it with a cut off disk and a gasket removal disk and a roto zip blade many uses,5
2/23/2020,2505-20,M12 FUEL™ Installation Drill/Driver,"I’ve only had this tool for a few weeks, but I have already fell in love! The versatility of this tool allows me to easily get into some tight spots when installing office furniture and facilities dispensers. It’s lightweight yet very powerful.",5
2/23/2020,2753-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)","I am a fence contractor and it is great to be able to do a complete job without having to use (1) extension cord. The tools I have bought are excellent, light weight, compact and very powerful. I have all M18 Fuel tools. Each tool has the right amount of settings for the work it needs to accomplish. The handles fit very easily in our hand. I can not wait to try the full size nail gun.  The heated sweat jacket is also excellent, it is like a warm hug all day long.",5
2/23/2020,2722-21HD,M18 FUEL™ SUPER SAWZALL® Kit,This product made a job done. All my workers love it.,5
2/23/2020,2485-20,"M12 FUEL™ 1/4"" Right Angle Die Grinder","Best buy like always with Milwaukee, save up to buy more and more love the equipment reliable tough and gets the job done with ease.",5
2/23/2020,2803-20,"M18 FUEL™ 1/2"" Drill Driver (Tool Only)","Use it for all your standard drilling applications. Lots of power, so much so it’s hard to stall it out. Also use it for drilling 8” ice fishing holes.",4
2/23/2020,2554-20,"M12 FUEL™ 3/8"" Stubby Impact Wrench",Amazing power and torque and very reliable!  Battery lasts for days!,5
2/23/2020,2556-20,"M12 FUEL™ 1/4"" Ratchet (Tool Only)",Awesome ratchet! Very fast and great torque for 1/4” drive! Would definitely recommend!,5
2/23/2020,48-22-8200,Jobsite Backpack,I am a 2nd year plumber and perfer using a bag rather then a tray. I have gone through multiple single Shoulder strap bags and have been wanting a bag pack to free both arms to carry more of anything I will be needing especially when working on 3 level apartments. This bag pack fits every tool I need to complete a trim and some. Super comfortable and moving around others on the job with no problems. I give this 5 stars but would like to have a strap on top going across the front of the bag to secure in my case a Milwaukee hack saw. I currently have a little bungee cord to secure my saw and any two foot 1 1/2 pipe I may carry.,5
2/23/2020,2803-20,"M18 FUEL™ 1/2"" Drill Driver (Tool Only)","It's ok for some jobs but I noticed the trigger doesnt work sometimes and the light randomly comes on. Weight balance is good. Drill gets warm are a few holes (3/4"" holes)",3
2/23/2020,2853-20,"M18 FUEL™ 1/4"" Hex Impact Driver (Tool Only)",Lots of power and weight balance is great! Light randomly turns on once in a while.,5
2/22/2020,2746-21CT,M18 FUEL™ 18 Gauge Brad Nailer Kit,trim and little projects love it because don't have a air compressor and the cord to drag around and get caught up in 1 diss like is the little kick that it has when my air nailers do not but all the goods over ride,5
2/23/2020,2980-20,"M18 FUEL™ 4-1/2” - 6” Braking Grinder Paddle Switch, No-Lock",I bought this grinder because I work Maintenance in a paper mill and sometimes we need to make a quick cut or grind something down to make a repair. I didn’t realize how much I needed this until I bought it! Battery life isn’t the greatest but I usually can cut a 10”-12” stainless pipe before having to change batteries,5
2/23/2020,2552-20,"M12 FUEL™ 1/4""  Stubby Impact Wrench",This drill is great for anything just the right amount of power,5
2/22/2020,2804-20,M18 FUEL™ ½” Hammer Drill/Driver (Tool Only),I purchased the hammer drill/impact combo with two 5 amh batteries. Works great. Light and easy to handle,5
2/23/2020,2762-22,"M18 FUEL™ 1/2"" High Torque Impact Wrench with Pin Detent Kit",Very powerful impact. Easy to handle. Battery life is good,5
